ID,Date,Time,Headline,News,Source,Field,Reaction/Sentiment,Polarity,Subjectivity
841,2015-11-11,00:20:10,New IMF economist sees major challenges to global economy,"WASHINGTON - Just a few months into the job, the challenges are already piled high for the International Monetary Fund's new chief economist",new_channel_142,Finance,0.4426389638,0.024090909090909086,0.2736363636363636
898,2015-11-11,00:20:11,Japan business mood slips again as economy seen in recession ...,"The poor poll results will be followed by government data out on Monday, which is expected to show the economy slipped back into recession",online_post_1553,Finance,0.41818104380000004,-0.2,0.3
845,2015-11-11,00:20:16,We would rather become the next Microsoft or Google than sell ...,"We would rather become the next Microsoft or Google, than sell. We have hired people from Microsoft, Google and Yahoo. The moment you",journal_451,Tech,0.5260648195000001,0.0,0.0
846,2015-11-11,00:20:16,Kaspersky and Microsoft Security Products Abused to Install Spying ...,A new trojan discovered by Palo Alto Networks uses security software installed on the user's computer to side-load DLLs needed to install itself.,online_post_1313,Tech,0.4860447489,0.13636363636363635,0.45454545454545453
833,2015-11-11,00:22:11,Christie wins applause on economy,"New Jersey Gov. Chris Christie ripped the Obama economy at the beginning of Tuesday's undercard debate, telling a story to argue people are",journal_1550,Finance,0.5460363541,0.13636363636363635,0.45454545454545453
842,2015-11-11,00:28:11,Recovery in Greek economy likely in 2016; 2.7% GDP growth in 2017,"The ongoing recession in Greek economy after long-lasting uncertainty is projected to end in 2016 and may witness real growth in 2017,",new_channel_1657,Finance,0.3992737086,0.1,0.15000000000000002
933,2015-11-11,00:36:00,Microsoft launches cloudy bitcoin experiment,Microsoft has launched a cloud-based blockchain platform on which will allow financial institutions to experiment cheaply and easily with bitcoin. ,journal_1432,Tech,0.4701737893,0.2777777777777778,0.5111111111111111
971,2015-11-11,00:40:11,How to give gig-economy workers stability,"A coalition of gig-economy executives, labor leaders and think-tank people are issuing a call to address the needs of workers, at a time when",journal_950,Finance,0.568963024,0.0,0.0
877,2015-11-11,00:40:12,New IMF chief economist sees major challenges to global economy,There's the Federal Reserve's plan to raise interest rates - which poses a deep test to economies worldwide. There's Europe's migration crisis.,online_post_1553,Finance,0.4673772734,0.0,0.4
62687,2015-11-11,00:42:00,World must act to halt Israeli aggression,The Arab foreign ministers have called on the international community to implement the resolutions of international legitimacy over the Palestine issue and take immediate and decisive action to compel Israel to stop aggression immediately as their deeply disturbing approach not only affects the security and stability of the region but also undermines the Middle East peace process. The Arab ,online_post_101,International,0.2464251589,-0.075,0.2892857142857143
835,2015-11-11,00:52:13,Jindal attacks Huckabee over economy,"Louisiana Gov. Bobby Jindal ripped his Republican presidential rivals at Tuesday night's GOP debate, saying that no one but him is committed",online_post_1474,Finance,0.5441702929,0.0,0.0
905,2015-11-11,01:00:09,UPDATE 1-Japan business mood dips as economy seen in ...,"The poor poll results will be followed by government data out on Monday, which is expected to show the economy slipped back into recession",new_channel_1219,Finance,0.5079137693,-0.2,0.3
840,2015-11-11,01:02:10,Fort Collins economy slows in September,"Fort Collins' economy appeared to start slowing slightly in September, according to the city's October sales and use tax report released",,Finance,0.5775045466,-0.16666666666666666,0.16666666666666666
844,2015-11-11,01:09:12,Supply Chain Outlook Summit: The Economy In 2016 And Beyond,"Last week, we launched our first supply chain summit in Chicago. Attendees had a chance to hear ten presenters discuss what to expect next",journal_899,Finance,0.5509561922,0.0625,0.09999999999999999
957,2015-11-11,01:17:00,Microsoft Surface Book will not be available in UK until April 2016,"The wait for Microsoft's new Surface Book in the UK has got longer. According to Michael Gillett, Microsoft MVP, it was disclosed at the Future Decoded event in London that the Surface Book would be coming only after March or April next year. Meanwhile, Gillett said pre-orders for the Lumia Windows 10 flagship models – Lumia 950 and 950 XL - would go live sometime next week on the Microsoft Store. ",journal_737,Tech,0.5651350114,0.04545454545454545,0.3465909090909091
952,2015-11-11,01:18:00,Microsoft to keep German customers' cloud data in country,BERLIN (AP) — Microsoft says it will use data centers inside Germany to store German customers' data amid ongoing concerns over privacy. ,new_channel_107,Tech,0.5556032986,0.0,0.0
897,2015-11-11,01:20:10,Asian Stocks Fluctuate as Investors Await China Economic Reports,"Even if household spending replaces infrastructure investment, it has a smaller economic impact, he said. """"""That in itself is going lead to slowing",new_channel_175,Finance,0.39512505740000003,0.1,0.35
953,2015-11-11,01:21:00,Microsoft Surface Book will not be available in UK until April 2016,Pre-orders for Lumia Windows 10 Mobile flagships will open next week. ,journal_736,Tech,0.5421036666,0.0,0.25
852,2015-11-11,01:24:10,An Economy Worthy of our Veterans,A pervasive myth regarding low-wage workers is that they are just school kids or uneducated and lack ambition. This false narrative is worse,journal_671,Finance,0.5648011267999999,-0.4,0.6
855,2015-11-11,01:25:16,StorageCraft to shine spotlight on next-gen recovery technology at ...,"SYDNEY """""" November 11, 2015 """""" StorageCraft"""", a trusted name globally in backup and disaster recovery, will use the upcoming Microsoft",online_post_1862,Tech,0.47211455490000004,0.0,0.0
854,2015-11-11,01:31:15,VML wins Microsoft; reveals first piece of work,"Microsoft Australia has named digitally-focused shop, VML Australia, as its lead strategic and creative agency. The business works with",online_post_52,Tech,0.5585614247999999,0.5,1.0
856,2015-11-11,01:37:16,Four Key Reasons Microsoft Visited VP Osibanjo,,new_channel_1107,Tech,0.5604815686,0.0,0.0
928,2015-11-11,01:40:14,Supply Chain Outlook Summit: The Economy In 2016 And Beyond,"Last week, we launched our first supply chain summit in Chicago. Attendees had a chance to hear ten presenters discuss what to expect next",journal_914,Finance,0.5709561921999999,0.0625,0.09999999999999999
857,2015-11-11,01:47:12,BOJ's Harada: Japan's economy continues to recover moderately,There isn't really anything much new here from Harada. It is interesting hearing his slightly different view on the outlook for CPI &amp; GDP but its,online_post_563,Finance,0.535280938,0.2090909090909091,0.4386363636363636
956,2015-11-11,01:50:00,Microsoft to Keep German Customers' Cloud Data in Country,Microsoft to keep German customers' cloud data inside the country amid privacy concerns ,new_channel_32,Tech,0.37574551380000004,0.0,0.0
975,2015-11-11,02:01:00,Microsoft's 'try before you buy' blockchain cloud with Ethereum lining,"Perhaps he was thinking about Microsoft which is now offering Blockchain as a service on the Azure cloud, in conjunction with ConsenSys, a provider of Ethereum applications. Microsoft is not the same company it was a couple of years ago. Ethereum's DevCon attendees may have been surprised to see Marley Gray, Microsoft's director of technology strategy for financial services, running Ubuntu on ",journal_737,Tech,0.5487486273,0.03333333333333333,0.3416666666666666
859,2015-11-11,02:05:11,BoJ's Harada: Japan's economy continues to recover moderately,"FXStreet (Bali) - Bank of Japan monetary policy board member Yutaka Harada, speaking at a meeting with business leaders, said that Japan's",journal_523,Finance,0.4353938095,0.0,0.0
969,2015-11-11,02:17:00,Microsoft to keep German customers' cloud data in country,BERLIN (AP) — Microsoft says it will use data centers inside Germany to store German customers' data amid ongoing concerns over privacy. ,new_channel_401,Tech,0.5756032986,0.0,0.0
892,2015-11-11,02:40:13,"Fact-checking the debate: Sorry, Republicans, but welfare spending ...",Republicans are all running on the idea that cutting social spending will fix the economy. That is nonsense. Amanda Marcotte Follow &middot; Share,new_channel_1261,Finance,0.6360913832,-0.2833333333333333,0.48333333333333334
927,2015-11-11,02:40:14,BOJ's Harada: Japan's economy continues to recover moderately,"Bank of Japan monetary policy board member Yutaka Harada, speaking at a meeting with business leaders """""" Japan's economy continues to",journal_553,Finance,0.5259621708,0.0,0.0
862,2015-11-11,02:49:12,Pressure Is On For Jeb Bush In Main Debate,"9:30 p.m. Fiorina gets into specifics on ways she would boost the economy. &quot;In addition to rolling back what President Obama has done, we",online_post_1002,Finance,0.4797916667,0.0,0.0
864,2015-11-11,02:53:10,BOJ Board Member: Economy at Risk of Decelerating More,BOJ Board Member: Economy at Risk of Decelerating More. By. Takashi Nakamichi. Takashi Nakamichi. The Wall Street Journal. CANCEL.,online_post_1758,Finance,0.28091628960000004,0.5,0.5
986,2015-11-11,03:00:00,Microsoft's new service can tell how happy or angry you are in photos,"Microsoft just announced a bunch of updates to Project Oxford, a set of online services that ",journal_199,Tech,0.4092904275,0.0,0.0
880,2015-11-11,03:00:12,Republican debate transcript: Undercard debate on economy,"There are tens of millions of Americans living that way after the worst recovery from an economic recession since World War II. And, let's be",online_post_249,Finance,0.4388498972,-0.4,0.6
906,2015-11-11,03:00:13,Gov't budget selects 8 economic zones,"HA NOI (VNS) """""" Prime Minister Nguyen Tan Dung has selected eight coastal economic zones (EZs) as priorities for allocation from the",online_post_1675,Finance,0.5734096545,0.2,0.2
865,2015-11-11,03:01:12,Internet Society Partners with Pakistan Telecommunications ...,"""""""Pakistan has recently shown tremendous growth potential in broadband services, and the economy is starting to see the benefits of this growth",journal_205,Finance,0.4356253704,0.08333333333333333,0.5875
1066,2015-11-11,03:10:00,Microsoft’s Azure gets all emotional with machine learning,"Project Oxford AI services detect emotions, identify voices, and fix bad spelling. ",new_channel_100,Tech,0.5172950132999999,-0.6999999999999998,0.6666666666666666
985,2015-11-11,03:14:00,Microsoft bolsters artificial intelligence with additions to Project Oxford," Microsoft's Project Oxford, a suite of developer tools based on the company's machine learning and artificial intelligence research, is getting a new quintet of services, the company announced at its Future Decoded conference in London. Developers can now take advantage of an emotion detection service that looks at a photo and lists an array of emotions that it detects on the subjects' faces ",online_post_1108,Tech,0.4334837658,-0.15454545454545454,0.5265151515151515
996,2015-11-11,03:18:00,Microsoft goes big on Bitcoin (MSFT)," Microsoft is partnering with ConsenSys , a Brooklyn-based startup that specialises;in blockchain, to bring Bitcoin, and its associated technology, to financial institutions, Reuters reports . Blockchain, the technology that underpins Bitcoin, is essentially a vast, decentralised ledger that registers every transaction anonymously. As the ledger is public, blockchain is virtually tamper-proof ",online_post_218,Tech,0.5543890647999999,0.0,0.35555555555555557
922,2015-11-11,03:20:10,China Stocks Reverse Loss as Retail Data Fuel New Economy Shares,"China's stocks rose for the fifth time in six days, led by technology and health-care companies, as accelerating retail sales signaled headway in",new_channel_175,Finance,0.5321668736999999,0.6,0.95
873,2015-11-11,03:20:13,Ted Cruz Promises Return to Economic Polices That Literally ...,Ted Cruz answered a question about economic growth at Tuesday night's Fox Business Network debate in Milwaukee with a curious reference.,new_channel_1302,Finance,0.5010409628,0.05,0.6
995,2015-11-11,03:21:00,Microsoft's Surface Book won't surface in the UK until spring 2016,"You might have been drooling over the prospect of getting your hands on a shiny new Surface Book, but sadly it seems that Microsoft's slick convertible laptop won't be hitting shelves in the UK until next year. In fact, the Surface Book won't arrive until around March or April 2016, at least according to Michael Gillett, a web developer and Microsoft MVP for Windows consumer apps. Gillett has ",journal_1435,Tech,0.4239786829,-0.1827272727272727,0.4459090909090909
868,2015-11-11,03:24:10,"Defence, economy, energy, climate change to be on PM Narendra ...","I see immense scope for our economic and trade relations to improve and this will benefit both our economies,&quot; the PM said in a pertinent",journal_451,Finance,0.5270436395,0.1,0.6
872,2015-11-11,,"SLIDE DECK: The economy this month, broken down for business","The Economy This Month Broken Down For Business enables you to quickly stay on top of the economic climate, giving you time back to focus",journal_193,Finance,0.6657419585000001,0.07962962962962962,0.3148148148148148
875,2015-11-11,03:40:11,Fox moderators stick to economy,Fox Business moderators in the third GOP debate stuck to the economy in their initial questioning Tuesday after their counterparts in the CNBC,journal_1550,Finance,0.5216082318999999,0.0,0.0
869,2015-11-11,03:47:11,"Clinton talks economy, veterans at NH events",The focus of her visit to Dartmouth was the economy. Former Gov. John Lynch moderated the discussion. Clinton said the next president needs,,Finance,0.5251129434,0.0,0.0
876,2015-11-11,03:54:11,"Sharper tax focus on small businesses, cash economy",SARS group executive Randall Carolissen said the revenue service would shift some of its attention to the cash-based economy and medium,journal_119,Finance,0.5959633831000001,0.0,0.0
878,2015-11-11,04:02:12,"Rubio And Paul Face Off Over The Economy, National Debt","During the Republican presidential debate Tuesday night, Marco Rubio and Rand Paul let their claws out when arguing about the economy",online_post_1458,Finance,0.45884451159999995,0.0,0.0
1017,2015-11-11,04:14:00,New Windows 10 cumulative update seeding,"Microsoft has released another cumulative update for the Windows 10. Like other releases, this is also aimed at improving the functionality of and addressing the vulnerabilities in Windows devices. It comes with version number KB3105213 that replaces the previous ones with 3097617. ",journal_737,Tech,0.501140375,-0.14583333333333331,0.2708333333333333
883,2015-11-11,04:21:16,Microsoft to acquire Israeli cyber security firm Secure Islands for ...,"Following rumors that Microsoft was set to acquire Israel-based security company Secure Islands for $150 million, Microsoft has now confirmed",new_channel_1000,Tech,0.6123039946,0.26666666666666666,0.5666666666666667
1011,2015-11-11,04:28:00,Microsoft agrees to store customer data in Germany,"US tech giant Microsoft has put new data centres in Germany under the control of Deutsche Telekom, the companies said Wednesday, in a move that will keep privacy-sensitive Germans' customer data in the country. After scandals over US surveillance programmes that spooked Europeans, Deutsche Telekom will serve as &quot;custodian&quot; for Microsoft's cloud-based services in Germany. &quot;All customer data will ",journal_27,Tech,0.5387109375,0.06818181818181818,0.7272727272727273
1012,2015-11-11,04:35:00,"Microsoft Surface Book release date, news and features","Update: The Surface Book launches in Australia on November 12. Sorry, UK-based people: you're going to have to wait a lot longer. It's not due to launch on those shores until April — a whole six months after it landed in the US. The Surface Book marks Microsoft's entry into the laptop making business. Revealed at its Windows 10 devices event on October 6, 2015, the 13.5-inch notebook was a ",journal_1435,Tech,0.5784337973,-0.07916666666666666,0.5916666666666667
886,2015-11-11,04:37:10,Are There Any Bright Spots in China's Economy?,"11 -- Mark Tinker, head of framlington equities Asia at AXA Investment Managers, discusses China's slowing economy, retail sales figures and",journal_1901,Finance,0.5569845499,0.0,0.0
1004,2015-11-11,04:40:09,Meet the Founders Trying to Solve the Sharing Economy's Big ...,"In courtrooms around the country, startups and labor advocates are battling over whether freelancers who work in the on-demand economy",online_post_700,Finance,0.5698802245,0.0,0.0
893,2015-11-11,04:40:13,"GOP Candidates Talk Economy, Taxes",Ted Cruz are arguing for flat tax plans they argue would be fairer to Americans and would ignite growth in the U.S. economy. Paul says he has,new_channel_1704,Finance,0.5310967548,-0.025,0.125
884,2015-11-11,04:44:17,Apple iPhone 6S vs Microsoft Lumia 950 vs Google Nexus 5X: iOS 9 ...,"The 2015 flagship smartphones from Apple, Google, and Microsoft are already here with Apple iPhone 6S duo taking the lead in the sales",online_post_1109,Tech,0.4705591212,0.0,0.0
882,2015-11-11,04:47:15,Black Friday Deal: Microsoft Lumia 640 for AT&amp;T at just $29.99 off ...,"This Black Friday, Best Buy will price the Microsoft Lumia 640 at just $29.99 off-contract. Between the 26th and the 28th of November, this",new_channel_1155,Tech,0.5545760238,0.4166666666666667,0.3666666666666667
1016,2015-11-11,04:57:00,Microsoft sets up data centers in Germany amid US surveillance concerns," Microsoft is delivering its cloud services, including Azure, Office 365 and Dynamics CRM Online from two new datacenter regions in Germany, in a move that aims to deflect customer concerns about access to their data by U.S. surveillance. The data centers, located in Magdeburg and Frankfurt am Main, will be unusual in that control over the data will not be with Microsoft but with Deutsche Telekom ",online_post_1108,Tech,0.42226017920000003,0.16767676767676765,0.5959595959595959
1041,2015-11-11,05:01:00,"Microsoft Opens First International Flagship Store in Sydney, Will Service Xbox One/Xbox 360 Consoles","The store's Answer Desk will provide free technical support to all Windows devices, regardless of where they were purchased. ",journal_582,Tech,0.5674360842,0.2,0.45
887,2015-11-11,05:07:12,Examining Obama's Part-Time Economy,"WASHINGTON - As we near the eighth and last year of Barack Obama's presidency, the economy still remains the overriding issue in the 2016",online_post_1608,Finance,0.5445272138,0.05,0.23333333333333334
889,2015-11-11,05:10:09,Automakers Are Sacrificing the Spare Tire for Fuel Economy,"It's the fuel economy, stupid. As carmakers struggle to achieve maximum miles per gallon, they're shaving off anything resembling dead weight",journal_1801,Finance,0.3735994114,-0.5,0.7
1021,2015-11-11,05:12:00,Microsoft opens flagship Sydney store,Microsoft's first Australian store could put personal computer repair shops out of business. ,journal_1460,Tech,0.6457521611,0.08333333333333333,0.2111111111111111
900,2015-11-11,05:20:12,Do Undocumented Immigrants Hurt The Economy? Not Exactly,"Several candidates during the Fox Business Republican debate argued illegal immigration hurts the economy. &quot;Frankly, we have to stop illegal",new_channel_1074,Finance,0.3845313116,-0.3333333333333333,0.3333333333333333
942,2015-11-11,05:20:12,Are There Any Bright Spots in China's Economy?,"Mark Tinker, head of framlington equities Asia at AXA Investment Managers, discusses China's slowing economy, retail sales figures and the",new_channel_175,Finance,0.39807372539999997,0.0,0.0
890,2015-11-11,05:34:10,"China Factory Output, Investment Sluggish as Old Economy Slows","China's leaders are seeking to transition from an investment-driven, manufacturing-dominated economy to a more consumption and",new_channel_175,Finance,0.5380377436,0.5,0.5
1027,2015-11-11,05:37:00,"Microsoft opens Sydney store, its first flagship outside North America","Shiny Surfaces, bright lights, an Answer Desk for all your Windows problems -- Microsoft is hoping its new flagship Australian store will become a consumer destination, not just a retail shopfront. ",journal_235,Tech,0.579462212,0.2787878787878788,0.41818181818181815
950,2015-11-11,05:40:13,Gough Whitlam demise shows resilience of Australia's democracy ...,The demise of Gough Whitlam's government 40 years ago today confirms the resilience of Australia's democracy and the primacy of economic,new_channel_1401,Finance,0.5004523668,0.2,0.2
902,2015-11-11,05:51:15,Microsoft's Satya Nadella to co-chair next year WEF meet,,new_channel_443,Tech,0.5249597081,0.0,0.0
1048,2015-11-11,06:00:14,Donald Trump's Closing Statement Wasn't About The Economy Or ...,"Trump's closing statement after the fourth GOP debate focused on making the country greater, but he totally missed just why his economic plan",online_post_238,Finance,0.5735129116,0.175,0.3625
935,2015-11-11,06:00:15,"China factory output, investment sluggish as old economy slows","China's industrial production and investment slowed further in October, showing the government's pro-growth measures are yet to revive the",journal_1466,Finance,0.4370980076,0.0,0.5
1039,2015-11-11,06:06:00,Microsoft Tightens EU Clients' Data Protection,"Microsoft said it would offer European customers the option of storing their cloud data in Germany, addressing concerns about the security of U.S. data centers following reports of surveillance by intelligence agencies. ",,Tech,0.5325496891,0.0,0.05
62963,2015-11-11,06:11:00,EU settlement labelling positive step but not enough: Palestinians,"The Palestine Liberation Organisation on Wednesday said an EU decision to label goods from Israeli settlements was a positive step but did not go far enough. &quot;EU labelling of settlement products is a step in the right direction but insufficient,&quot; the PLO's negotiations affairs department said on Twitter. &quot;We believe that more actions are necessary to hold Israel accountable for the crimes it ",journal_27,International,0.4608788443,0.1854978354978355,0.6801948051948052
1077,2015-11-11,06:13:00,Microsoft agrees to store customer data in Germany,"US tech giant Microsoft has put new data centres in Germany under the control of Deutsche Telekom, the companies said Wednesday, in a move that will keep privacy-sensitive Germans' customer data in the country. ",online_post_32,Tech,0.361522914,0.06818181818181818,0.7272727272727273
1038,2015-11-11,06:14:00,Czechs make progress in curtailing shadow economy,"At one time it’s estimated that post Velvet Revolution Czechs had at least two jobs and probably declared only a small fraction of their earnings to the tax man. Times have moved on, but how big is the gray or shadow economy in the Czech economy and marketplace right now and what steps should be framed to counter it? A recent report suggested some answers to both those questions. ",online_post_1191,Finance,0.4873502112,-0.04404761904761906,0.4476190476190476
1040,2015-11-11,06:15:00,Microsoft agrees to store customer data in Germany,"US tech giant Microsoft has put new data centres in Germany under the control of Deutsche Telekom, the companies said Wednesday, in a move that will keep privacy-sensitive Germans' customer data in the country. After scandals over US surveillance programmes that spooked Europeans, Deutsche Telekom will serve as &quot;custodian&quot; for Microsoft's cloud-based services in Germany. &quot;All customer data will ",journal_28,Tech,0.3987109375,0.06818181818181818,0.7272727272727273
65681,2015-11-11,06:17:00,EU settlement labelling positive step but not enough: Palestinians,(RAMALLAH ) - The Palestine Liberation Organisation on Wednesday said an EU decision to label goods from Israeli settlements was a positive step but did not go far enough. ,journal_484,International,0.3041582227,0.10909090909090909,0.6818181818181818
62226,2015-11-11,06:18:00,EU settlement labelling positive step but not enough: PLO,"The Palestine Liberation Organisation on Wednesday said an EU decision to label goods from Israeli settlements was a positive step but did not go far enough. &quot;EU labelling of settlement products is a step in the right direction but insufficient,&quot; the PLO's negotiations affairs department said on Twitter. &quot;We believe that more actions are necessary to hold Israel accountable for the crimes it ",journal_28,International,0.4608788443,0.1854978354978355,0.6801948051948052
66481,2015-11-11,06:19:00,EU settlement labelling positive step but not enough: PLO,"The Palestine Liberation Organisation on Wednesday said an EU decision to label goods from Israeli settlements was a positive step but did not go far enough. &quot;EU labelling of settlement products is a step in the right direction but insufficient,&quot; the PLO's negotiations affairs department said on Twitter. &quot;Products of a war crime must be banned not just labelled.&quot; PLO secretary general Saeb ",new_channel_41,International,0.4075606369,0.1325974025974026,0.6162337662337662
958,2015-11-11,06:20:10,Republicans Got Through an Entire Economy Debate Without ...,Tuesday's debate between the top seven candidates in the Republican Party was supposed to be about the economy. Fox Business moderator,new_channel_992,Finance,0.49447350149999997,0.5,0.5
909,2015-11-11,06:25:12,The 'Fan Economy': Virtual Gift Giving Fuels China's Entertainment ...,"Nearly every night for the past four years, Vincent Wu has been tuning into a video-streaming site called YY.com that hosts live performances of",new_channel_1756,Finance,0.4686822247,-0.004545454545454547,0.3833333333333333
1045,2015-11-11,06:26:00,Microsoft to keep German customers' cloud data in country,"Microsoft said Wednesday it will give German customers of its online services the option of storing their data in Germany, addressing persistent privacy concerns in Europe following revelations about U.S. ",journal_98,Tech,0.5089655164,0.0,0.05
907,2015-11-11,06:28:15,Samsung Gear 2 vs Apple Watch vs Microsoft Band 2 vs Fitbit Surge,"If you're looking for a device to track your fitness, alert you to incoming messages and occasionally let you buy stuff with a scan or a tap, there's",new_channel_678,Tech,0.5111183656,0.0,0.125
3002,2015-11-11,06:39:00,Microsoft to store data in Germany to keep it from third parties,,journal_239,Tech,0.371817151,0.0,0.0
911,2015-11-11,06:40:11,Israeli Startups Bring the Sharing Economy to Real Estate Market,Israeli Startups Bring the Sharing Economy to Real Estate Market. What to do with offices and homes that stand empty? These startups claim to,online_post_641,Finance,0.5087854958,0.05,0.4
912,2015-11-11,06:40:12,Animation and industrial design industries could boost country's ...,"KUALA LUMPUR: The government hopes that the country's economy would be driven by the creative industry, says Khairy Jamaluddin.",online_post_126,Finance,0.5579160396,0.5,1.0
913,2015-11-11,06:40:12,"GOP Debate Live Blog: Jobs, Taxes, The Economy  And Stabbings!","COP Debate Bush Rubio Fox Business Network, which is partnering with the Wall Street Journal on tonight's debate, promised it won't be a",online_post_420,Finance,0.45413812649999996,0.0,0.0
914,,06:40:14,"Microsoft to offer UK-based Azure, Office 365 from late 2016","Microsoft will spend """"1.32 billion building out its European cloud infrastructure, and the company will create a new UK cloud region that will",journal_89,Tech,0.4054104294,0.06818181818181818,0.22727272727272727
1054,2015-11-11,06:44:00,Here are Microsoft Cortana's Week 10 NFL picks,Microsoft Cortana — the virtual assistant that picks the outright winner of every game ,journal_199,Tech,0.61,-0.4,0.4
1984,2015-11-11,06:55:00,Microsoft to keep German customers’ cloud data in country,"BERLIN (AP) — Microsoft may soon be one of the first U.S. cloud-computing companies to let Europeans store their online data closer to home, a response to fears that U.S. data centers are more vulnerable to snooping by the U.S. government. The company said Wednesday it will give German customers of its online services the […] ",new_channel_1281,Tech,0.5387625647,0.0625,0.3333333333333333
1347,2015-11-11,06:58:00,Microsoft tries to keep data out of reach from US officials,Microsoft is building two new special data centers in Germany to ensure its European customer data is kept out of the reach of prying U.S. authorities. ,journal_239,Tech,0.5261032074,0.1645021645021645,0.341991341991342
920,2015-11-11,07:00:12,The GOP's Top Candidates Aren't Prepared to Argue With a ...,The fourth GOP debate revealed that Republican candidates are unprepared for a general election that is fought over the economy. By Jamelle,online_post_1309,Finance,0.5315021114,0.02500000000000001,0.25
62206,2015-11-11,07:08:00,Malaysia To Go All Out Against Palestine - Kim Swee,"KUALA LUMPUR, Nov 11 (Bernama) -- The national football squad (Harimau Malaya) interim head coach Datuk Ong Kim Swee said his boys will go all out to clinch a positive result when facing Palestine in their return leg of the 2018 World Cup/2019 Asian Cup Qualifiers at the Amman International Stadium in Jordan, tomorrow. ",new_channel_159,International,0.5487431438,0.07575757575757576,0.1818181818181818
1065,2015-11-11,07:12:00,Microsoft releases alternative tip kit for the Surface stylus," Microsoft certainly seems to be on to something with its Surface Pen. The stylus in general seems set to make a comeback across the board, as the announcement of the Apple Pencil back in September demonstrated, and now Microsoft has announced a new accessory with a view to perfecting the experience. A collection of four different tips to place on the end of the Surface Pen will allow users to ",online_post_441,Tech,0.5040439577,0.08012987012987013,0.4251948051948052
1114,2015-11-11,07:17:00,"Canada's economy shedding mid-career high-paying jobs, report suggests","Despite official data proclaiming Canada is creating more jobs every month, a new analysis from Capital Economics suggests the economy is losing good high-paying jobs — a first since the recession that began in 2008. Economist David Madani said in a research note Tuesday that recent headlines proclaiming new jobs being created belie a deterioration in the job market. ",new_channel_223,Finance,0.5267441048,0.2871212121212121,0.43207070707070705
1277,2015-11-11,07:26:00,Microsoft wants to guess how you’re feeling,"Some people can tell how others are feeling just by looking at them; now Microsoft is trying to give computers that same ability. The company launched a new website today (Nov. 11) that uses facial recognition and artificial intelligence to try to determine the emotions of people in photos, and it wants developers to use… ",journal_1226,Tech,0.4595554457,-0.05272727272727272,0.33590909090909093
1588,2015-11-11,07:30:00,Microsoft to keep German customers' cloud data in country amid U.S. spying concerns,"European consumers, privacy advocates and lawmakers have cited reports based on leaks by former NSA contractor Edward Snowden to claim that data stored by U.S. companies isn't safe from U.S. government eavesdropping. ",journal_1304,Tech,0.33012928739999997,0.16666666666666666,0.16666666666666666
921,2015-11-11,07:33:13,Chinese Economy,Fifty candidates for Japan's buzzword of the year award have been revealed by Publisher Jiyukokuminsha and U-Can Inc. They covered a wide,new_channel_1756,Finance,0.48705469240000004,-0.1,0.4
970,2015-11-11,07:40:10,China stocks close up as mixed data suggest economy may need ..., Wednesday as investors wagered on further stimulus after a mixed batch of data showed growth in Asia's giant economy remained lacklustre,new_channel_1219,Finance,0.4727707793,0.0,0.5833333333333334
926,2015-11-11,07:40:11,"GOP Hopefuls Talk Taxes, Economy at Milwaukee Debate","Following a CNBC debate that was criticized for its lack of substantive questions, the Fox Business Network Republican debate in Milwaukee",new_channel_175,Finance,0.5483658998,0.0,0.1
1088,2015-11-11,07:40:13,"Low Metal Prices Won't Last, Time for a Circular Economy","As a solution, the ING report argues that the circular economy model presents the greatest opportunities. The report's author, Jurjen Witteveen,",online_post_329,Finance,0.6372904692,1.0,1.0
932,2015-11-11,07:40:19,Can Microsoft Corporation hit Expected Sales of 21230.333M?,"In its most recent quarter Microsoft Corporation had actual sales of $ 20379M. Among the 9 analysts who were surveyed, the consensus",new_channel_1412,Tech,0.45,0.16666666666666666,0.2833333333333333
1075,2015-11-11,07:46:00,Economy expected to grow 5.5% — HSBC,"Hongkong and Shanghai Banking Corp., one of the world’s largest banks, said Wednesday the Philippines will continue to outperform other Asian countries, with a gross domestic product growth of 5.5 percent this year. ",new_channel_907,,0.4592005494,-0.03125,0.11875
1076,2015-11-11,07:53:00,Microsoft offers emotion recognition AI API to developers for free,Microsoft Research's Oxford API lets developers put artificial intelligence in their apps - for free ,new_channel_1379,Tech,0.5392000081,-0.09999999999999998,0.9
62201,2015-11-11,07:56:00,Boris Johnson's Palestine visit axed due to 'misinformed' pro-Israel position,Boris Johnson's Palestine visit fell apart after organisers cancelled meetings and accused him of adopting a &quot;misinformed and disrespectful&quot; pro-Israel stance. ,journal_1206,International,0.489883587,0.0,0.0
1028,2015-11-11,08:00:11,China stocks close up as mixed data suggest economy may need ...,China stocks close up as mixed data suggest economy may need more showed growth in Asia's giant economy remained lacklustre at best.,journal_451,Finance,0.44483700509999996,0.375,0.5125
923,2015-11-11,,Microsoft enables full support for asm.js on Windows 10,Microsoft enabled full support for asm.js for Windows Insider builds 10532 and up yesterday. Since it is generally assumed that the,online_post_594,Tech,0.5355089682,0.2,0.525
930,2015-11-11,08:03:17,Microsoft Buys Israeli Data Security Firm Secure Islands,Secure Islands is the fifth Israel-based company -- and the third Israeli cybersecurity firm -- purchased by Microsoft over the past year. Founded,journal_1689,Tech,0.3907088736,-0.012499999999999997,0.3125
